date,day_label,day_th,is_weekend,menu_price,sheet,service_no,pax,pax_raw,guest_type,queue_start_hhmm,queue_end_hhmm,queue_start_min,queue_end_min,wait_min,queue_data_available,meal_start_hhmm,meal_end_hhmm,meal_start_min,meal_end_min,duration_min,duration_min_clean,duration_valid,duration_censored,table_raw,table_units,n_units,seats_held,zone,has_queue,has_meal,is_walkaway,is_waited,is_direct,pax_over_capacity,dq_flags
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,3,1.0,1.0,Walk in,,,,,,False,06:40,09:00,400.0,540.0,140.0,140.0,True,False,6B,6B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,4,1.0,1.0,In house,,,,,,False,06:41,07:21,401.0,441.0,40.0,40.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,5,2.0,2.0,Walk in,,,,,,False,06:52,07:54,412.0,474.0,62.0,62.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,6,1.0,1.0,Walk in,,,,,,False,06:58,07:54,418.0,474.0,56.0,56.0,True,False,1A,1A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,7,1.0,1.0,In house,,,,,,False,07:00,07:23,420.0,443.0,23.0,23.0,True,False,1B,1B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,8,4.0,4.0,In house,,,,,,False,07:00,08:34,420.0,514.0,94.0,94.0,True,False,4,4A|4B,2,4,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,9,1.0,1.0,In house,,,,,,False,07:05,07:30,425.0,450.0,25.0,25.0,True,False,8A,8A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,10,1.0,1.0,In house,,,,,,False,07:12,07:36,432.0,456.0,24.0,24.0,True,False,7B,7B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,11,2.0,2.0,In house,,,,,,False,07:13,07:56,433.0,476.0,43.0,43.0,True,False,8B,8B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,12,2.0,2.0,In house,,,,,,False,07:15,07:42,435.0,462.0,27.0,27.0,True,False,12,12,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,13,2.0,2.0,In house,,,,,,False,07:20,07:56,440.0,476.0,36.0,36.0,True,False,4,4_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,14,1.0,1.0,Walk in,,,,,,False,07:30,08:35,450.0,515.0,65.0,65.0,True,False,11A,11A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,15,1.0,1.0,In house,,,,,,False,07:30,07:41,450.0,461.0,11.0,11.0,True,False,3,3_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,16,2.0,2.0,Walk in,,,,,,False,07:36,07:56,456.0,476.0,20.0,20.0,True,False,1B,1B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,17,1.0,1.0,In house,,,,,,False,07:35,08:02,455.0,482.0,27.0,27.0,True,False,8A,8A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,18,1.0,1.0,Walk in,,,,,,False,07:37,08:50,457.0,530.0,73.0,73.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,19,2.0,2.0,Walk in,,,,,,False,07:40,11:20,460.0,680.0,220.0,220.0,True,False,6,6_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,20,1.0,1.0,Walk in,,,,,,False,07:40,09:25,460.0,565.0,105.0,105.0,True,False,7B,7B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,21,1.0,1.0,In house,,,,,,False,07:41,07:59,461.0,479.0,18.0,18.0,True,False,7C,7C,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,22,1.0,1.0,In house,,,,,,False,07:46,07:56,466.0,476.0,10.0,10.0,True,False,12,12,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,23,2.0,2.0,In house,,,,,,False,07:48,08:46,468.0,526.0,58.0,58.0,True,False,3,3_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,24,2.0,2.0,Walk in,,,,,,False,07:51,08:21,471.0,501.0,30.0,30.0,True,False,14,14,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,25,6.0,6.0,Walk in,,,,,,False,07:56,08:56,476.0,536.0,60.0,60.0,True,False,4,4A|4B,2,4,Indoor,False,True,False,False,True,True,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO|DQ16_PAX_OVER_CAPACITY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,26,2.0,2.0,Walk in,,,,,,False,08:05,09:04,485.0,544.0,59.0,59.0,True,False,1A,1A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,27,2.0,2.0,In house,,,,,,False,08:05,08:52,485.0,532.0,47.0,47.0,True,False,8B,8B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,28,3.0,3.0,Walk in,,,,,,False,08:06,08:53,486.0,533.0,47.0,47.0,True,False,9,9A|9B|9C,3,6,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,29,1.0,1.0,Walk in,,,,,,False,08:16,09:29,496.0,569.0,73.0,73.0,True,False,8A,8A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,30,2.0,2.0,In house,,,,,,False,08:23,09:07,503.0,547.0,44.0,44.0,True,False,12,12,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,31,2.0,2.0,Walk in,,,,,,False,08:24,09:49,504.0,589.0,85.0,85.0,True,False,1B,1B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,32,1.0,1.0,Walk in,,,,,,False,08:33,09:13,513.0,553.0,40.0,40.0,True,False,2B,2B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,33,2.0,2.0,In house,,,,,,False,08:43,09:21,523.0,561.0,38.0,38.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,34,2.0,2.0,Walk in,,,,,,False,08:41,09:31,521.0,571.0,50.0,50.0,True,False,14,14,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,35,1.0,1.0,Walk in,,,,,,False,08:43,09:20,523.0,560.0,37.0,37.0,True,False,8C,8C,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,36,2.0,2.0,In house,,,,,,False,08:50,09:30,530.0,570.0,40.0,40.0,True,False,11B,11B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,37,1.0,1.0,In house,,,,,,False,08:56,09:12,536.0,552.0,16.0,16.0,True,False,15,15,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,38,1.0,1.0,Walk in,,,,,,False,09:05,09:37,545.0,577.0,32.0,32.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,39,2.0,2.0,Walk in,,,,,,False,09:05,11:15,545.0,675.0,130.0,130.0,True,False,4,4_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,40,2.0,2.0,In house,,,,,,False,09:10,10:22,550.0,622.0,72.0,72.0,True,False,8B,8B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,41,2.0,2.0,Walk in,,,,,,False,09:14,10:23,554.0,623.0,69.0,69.0,True,False,1A,1A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,42,1.0,1.0,Walk in,,,,,,False,09:16,10:46,556.0,646.0,90.0,90.0,True,False,1B,1B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,43,3.0,3.0,In house,,,,,,False,09:30,10:06,570.0,606.0,36.0,36.0,True,False,11,11A|11B,2,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,44,1.0,1.0,In house,,,,,,False,09:32,09:53,572.0,593.0,21.0,21.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,45,3.0,3.0,In house,,,,,,False,09:35,10:23,575.0,623.0,48.0,48.0,True,False,10,10A|10B,2,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,46,1.0,1.0,In house,,,,,,False,08:36,12:13,516.0,733.0,217.0,217.0,True,False,8A,8A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,47,2.0,2.0,In house,,,,,,False,09:41,10:06,581.0,606.0,25.0,25.0,True,False,2,2_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,48,2.0,2.0,In house,,,,,,False,09:45,10:18,585.0,618.0,33.0,33.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,49,2.0,2.0,Walk in,,,,,,False,09:50,11:51,590.0,711.0,121.0,121.0,True,False,4,4_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,50,2.0,2.0,Walk in,,,,,,False,09:52,11:00,592.0,660.0,68.0,68.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,51,2.0,2.0,In house,,,,,,False,09:54,10:54,594.0,654.0,60.0,60.0,True,False,5B,5B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,52,1.0,1.0,In house,,,,,,False,08:54,10:58,534.0,658.0,124.0,124.0,True,False,5A,5A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,53,1.0,1.0,Walk in,,,,,,False,10:09,10:25,609.0,625.0,16.0,16.0,True,False,12,12,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,54,1.0,1.0,In house,,,,,,False,10:10,11:24,610.0,684.0,74.0,74.0,True,False,3,3_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,55,2.0,2.0,Walk in,,,,,,False,10:11,10:43,611.0,643.0,32.0,32.0,True,False,9,9_?,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,56,2.0,2.0,Walk in,,,,,,False,10:20,12:15,620.0,735.0,115.0,115.0,True,False,2,2_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,57,1.0,1.0,Walk in,,,,,,False,10:28,11:08,628.0,668.0,40.0,40.0,True,False,1A,1A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,58,3.0,3.0,In house,,,,,,False,10:35,11:23,635.0,683.0,48.0,48.0,True,False,7B/7A,7B|7A,2,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,59,2.0,2.0,Walk in,,,,,,False,10:37,11:09,637.0,669.0,32.0,32.0,True,False,10,10_?,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,60,3.0,3.0,Walk in,,,,,,False,10:39,12:11,639.0,731.0,92.0,92.0,True,False,15,15,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,61,2.0,2.0,In house,,,,,,False,10:40,11:24,640.0,684.0,44.0,44.0,True,False,14,14,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,62,2.0,2.0,Walk in,,,,,,False,10:44,11:40,644.0,700.0,56.0,56.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,63,1.0,1.0,In house,,,,,,False,10:50,11:30,650.0,690.0,40.0,40.0,True,False,8C,8C,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,64,2.0,2.0,Walk in,,,,,,False,11:04,12:02,664.0,722.0,58.0,58.0,True,False,5,5_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,65,1.0,1.0,Walk in,,,,,,False,11:05,11:25,665.0,685.0,20.0,20.0,True,False,6B,6B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,66,1.0,1.0,Walk in,,,,,,False,11:21,11:39,681.0,699.0,18.0,18.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,67,2.0,2.0,In house,,,,,,False,11:24,11:48,684.0,708.0,24.0,24.0,True,False,9,9_?,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,68,1.0,1.0,Walk in,,,,,,False,11:23,12:02,683.0,722.0,39.0,39.0,True,False,1,1_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-17,อังคาร 17/3,อังคาร,False,159,173,69,1.0,1.0,In house,,,,,,False,11:43,12:04,703.0,724.0,21.0,21.0,True,False,7B,7B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,1,1.0,1.0,Walk in,,,,,,False,06:26,08:42,386.0,522.0,136.0,136.0,True,False,4A,4A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,2,2.0,2.0,Walk in,,,,,,False,06:44,07:44,404.0,464.0,60.0,60.0,True,False,11,11_?,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,3,1.0,1.0,Walk in,,,,,,False,06:58,08:46,418.0,526.0,108.0,108.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,4,2.0,2.0,In house,,,,,,False,07:07,07:53,427.0,473.0,46.0,46.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-18,พุธ 18/3,พุธ,False,159,183,5,1.0,1.0,In house,,,,,,False,02:29,07:50,149.0,470.0,321.0,,False,False,8A,8A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ10_MEALSTART_OUT_OF_HOURS
2026-03-18,พุธ 18/3,พุธ,False,159,183,6,1.0,1.0,In house,,,,,,False,07:34,07:47,454.0,467.0,13.0,13.0,True,False,8C,8C,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,7,1.0,1.0,In house,,,,,,False,07:35,07:45,455.0,465.0,10.0,10.0,True,False,6,6_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,8,1.0,1.0,In house,,,,,,False,07:44,07:59,464.0,479.0,15.0,15.0,True,False,10B,10B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,9,2.0,2.0,In house,,,,,,False,07:45,08:07,465.0,487.0,22.0,22.0,True,False,1,1_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,10,2.0,2.0,In house,,,,,,False,07:46,09:27,466.0,567.0,101.0,101.0,True,False,6,6_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,11,1.0,1.0,In house,,,,,,False,07:49,08:13,469.0,493.0,24.0,24.0,True,False,7B,7B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,12,1.0,1.0,Walk in,,,,,,False,07:55,09:21,475.0,561.0,86.0,86.0,True,False,8A,8A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,13,1.0,1.0,Walk in,,,,,,False,07:58,08:59,478.0,539.0,61.0,61.0,True,False,4B,4B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,14,2.0,2.0,Walk in,,,,,,False,08:03,08:35,483.0,515.0,32.0,32.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-18,พุธ 18/3,พุธ,False,159,183,15,2.0,2.0,In house,,,,,,False,08:05,08:50,485.0,530.0,45.0,45.0,True,False,10B,10B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,16,2.0,2.0,In house,,,,,,False,08:06,08:36,486.0,516.0,30.0,30.0,True,False,11A,11A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,17,1.0,1.0,Walk in,,,,,,False,08:15,09:00,495.0,540.0,45.0,45.0,True,False,1A,1A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,18,1.0,1.0,Walk in,,,,,,False,08:16,09:54,496.0,594.0,98.0,98.0,True,False,1B,1B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,19,1.0,1.0,Walk in,,,,,,False,08:18,09:37,498.0,577.0,79.0,79.0,True,False,7B,7B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,20,2.0,2.0,In house,,,,,,False,08:25,09:05,505.0,545.0,40.0,40.0,True,False,3,3_?,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,21,2.0,2.0,In house,,,,,,False,08:28,09:06,508.0,546.0,38.0,38.0,True,False,8B,8B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,22,2.0,2.0,Walk in,,,,,,False,08:29,09:19,509.0,559.0,50.0,50.0,True,False,15,15,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,23,4.0,4.0,In house,,,,,,False,08:30,09:10,510.0,550.0,40.0,40.0,True,False,2,2A|2B,2,4,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,24,1.0,1.0,Walk in,,,,,,False,08:40,09:29,520.0,569.0,49.0,49.0,True,False,16,16,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX
2026-03-18,พุธ 18/3,พุธ,False,159,183,25,2.0,2.0,In house,,,,,,False,08:42,09:35,522.0,575.0,53.0,53.0,True,False,11B,11B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,26,3.0,3.0,In house,,,,,,False,08:43,08:58,523.0,538.0,15.0,15.0,True,False,5,5A|5B,2,4,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO
2026-03-18,พุธ 18/3,พุธ,False,159,183,27,1.0,1.0,In house,,,,,,False,08:44,09:13,524.0,553.0,29.0,29.0,True,False,7B,7B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,28,5.0,5.0,Walk in,,,,,,False,08:47,10:26,527.0,626.0,99.0,99.0,True,False,12/13,12|13,2,8,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR
2026-03-18,พุธ 18/3,พุธ,False,159,183,29,1.0,1.0,Walk in,,,,,,False,08:49,09:25,529.0,565.0,36.0,36.0,True,False,4A,4A,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,30,1.0,1.0,In house,,,,,,False,08:49,10:55,529.0,655.0,126.0,126.0,True,False,7A,7A,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,31,1.0,1.0,In house,,,,,,False,08:43,09:35,523.0,575.0,52.0,52.0,True,False,14,14,1,4,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,32,2.0,2.0,In house,,,,,,False,09:00,10:00,540.0,600.0,60.0,60.0,True,False,5B,5B,1,2,Indoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
2026-03-18,พุธ 18/3,พุธ,False,159,183,33,1.0,1.0,Walk in,,,,,,False,09:08,10:03,548.0,603.0,55.0,55.0,True,False,8B,8B,1,2,Outdoor,False,True,False,False,True,False,DQ01_NO_QUEUE_DATA_THIS_DAY
